Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-038705,2020-08,08/27/2020 14:15,Y, , ,1, , 43203,3,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,3727,SALENA ST,18, , ,3727,SALENA,899775.3,1002493
20-039633,2020-08,08/27/2020 14:30,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,3706,HEREFORD ST,14, , ,3706,HEREFORD,884240.1,1005144
20-038764,2020-08,08/27/2020 15:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,3119,CHARITON ST,17, , ,3119,CHARITON,895040.9,999609.1
20-038852,2020-08,08/27/2020 15:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5935,W CABANNE PL,48, , ,5935,CABANNE,880285.6,1028918
20-038841,2020-08,08/27/2020 15:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1635,WASHINGTON AVE,36, , ,1635,WASHINGTON,905008.9,1019615
20-038731,2020-08,08/27/2020 15:25,Y, , ,1, , 52112,4,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,1417,GLASGOW AVE,59, , ,1417,GLASGOW,900747.3,1023911
20-038797,2020-08,08/27/2020 15:34,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,904,S VANDEVENTER AVE,37,QUIKTRIP, ,904,VANDEVENTER,892624.1,1017847
20-038736,2020-08,08/27/2020 15:40,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1002,CARR ST,62, , ,1002,CARR,908115.9,1020473
20-038741,2020-08,08/27/2020 15:53,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4251,BATES ST,5, , ,4251,BATES,886509.3,998704.6
20-038832,2020-08,08/27/2020 16:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,ARSENAL ST / I 55 NORTHBOUND,21, , , , ,901541.4,1006245
20-038738,2020-08,08/27/2020 16:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3822,S KINGSHIGHWAY BLVD,15,WALGREENS, ,3822,KINGSHIGHWAY,885417.5,1004487
20-038822,2020-08,08/27/2020 16:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6312,SUTHERLAND AVE,8, , ,6312,SUTHERLAND,878035.4,1004011
20-038808,2020-08,08/27/2020 16:45,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4120,WILMINGTON AVE,5, , ,4120,WILMINGTON,886329,997414.8
20-038734,2020-08,08/27/2020 16:53,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 9TH ST / I 70 EASTBOUND,63, ,ALIAS I 70 EB/9TH, , ,909098.8,1022959
20-038750,2020-08,08/27/2020 17:00,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,7625,S BROADWAY,2, , ,7700,BROADWAY,889165.6,988112.2
20-038743,2020-08,08/27/2020 17:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,127,KOELN AVE,2, , ,127,KOELN,889483.5,988786.3
20-038883,2020-08,08/27/2020 17:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4120,WESTMINSTER PL,38, , ,4120,WESTMINSTER,892922.9,1022865
20-038737,2020-08,08/27/2020 17:31,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,701,RUSSELL AVE,21, , ,701,RUSSELL,904899.2,1009772
20-038739,2020-08,08/27/2020 17:35,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4144,MCREE AVE,28, , ,4144,MCREE,891094.9,1014320
20-038742,2020-08,08/27/2020 17:50,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,2315,S KINGSHIGHWAY BLVD,13, , ,2315,KINGSHIGHWAY,886595.3,1011915
20-038740,2020-08,08/27/2020 17:51,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / NATURAL,55, , , , ,891049,1035207
20-038880,2020-08,08/27/2020 18:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4100,FOREST PARK AVE,38, , ,4100,FOREST PARK,892146.4,1020235
20-038817,2020-08,08/27/2020 18:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4050,BINGHAM AVE,16,AMEREN, ,4050,BINGHAM,889696.1,1002220
20-038787,2020-08,08/27/2020 18:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2837,S JEFFERSON AVE,30, ,1ST FLR,2837,JEFFERSON,899069.6,1008212
20-038771,2020-08,08/27/2020 18:00,Y, , ,1, , 51212,3,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,2165,RUSSELL BLVD,23, , ,2165,RUSSELL,901073.7,1011134
20-038744,2020-08,08/27/2020 18:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DR MARTIN LUTHER KING DR / UNI,51, , , , ,886534.3,1031322
20-038752,2020-08,08/27/2020 18:30,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,8879,N BROADWAY,74, , , , ,897728.8,1053297
20-038753,2020-08,08/27/2020 18:32,Y, , ,1, , 51212,5,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,5942,LOTUS AVE,50, , ,5942,LOTUS,882300.4,1035223
20-038749,2020-08,08/27/2020 18:47,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,2607,GRAVOIS AVE,24, , ,2607,GRAVOIS,899242.4,1009280
20-038982,2020-08,08/27/2020 19:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4120,WESTMINSTER PL,38, , ,4120,WESTMINSTER,892922.9,1022865
20-038756,2020-08,08/27/2020 19:20,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3625,MORGANFORD RD,15, , ,3625,MORGANFORD,887848.6,1004621
20-039328,2020-08,08/27/2020 19:30,Y, , ,1, , 66701,2,LARCENY-BICYCLES UNDER $500,3945,FLAD AVE,27, , ,3945,FLAD,892373.8,1011874
20-038754,2020-08,08/27/2020 19:35,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,PAGE BLVD / N SPRING AVE,77, ,CROSSWALK, , ,897503.1,1024468
20-038759,2020-08,08/27/2020 19:40,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3431,UNION BLVD,50, ,@SCHNUCKS - CITY PLAZA ON UNION,4504,ANDERSON,888884.8,1036000
20-038763,2020-08,08/27/2020 20:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1319,ST LOUIS AVE,63, , ,4149,ST LOUIS,906650.8,1026259
20-038874,2020-08,08/27/2020 20:00,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,2247,MISSOURI AVE,23, , ,2247,MISSOURI,900122.9,1010395
20-039696,2020-08,08/27/2020 20:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",4116,WEST PINE BLVD,38, , ,4116,WEST PINE,892449.2,1021356
20-038755,2020-08,08/27/2020 20:03,Y, , ,1, , 43013,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,2607,GRAVOIS AVE,24,7/11, , , ,899242.4,1009280
20-038767,2020-08,08/27/2020 20:35,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",707,BATES ST,1, , ,707,BATES,891910.8,995077.9
20-038766,2020-08,08/27/2020 21:00,Y, , ,1, , 36421,1,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,7320,GRAVOIS AVE,4, , ,7320,GRAVOIS,879254.2,994401.5
20-038765,2020-08,08/27/2020 21:15,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7324,HAMPSHIRE DR,6, ,2,7324,HAMPSHIRE,878975.1,995067.8
20-038827,2020-08,08/27/2020 21:18,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4293,ASHLAND AVE,56, , ,4293,ASHLAND,896195.9,1031534
20-038792,2020-08,08/27/2020 21:30,Y, , ,1, , 65711,3,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,914,RUTGER ST,34, , ,914,RUTGER,905958.8,1012612
20-038769,2020-08,08/27/2020 21:30,Y, , ,1, , 38111,6,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,8770,N BROADWAY,74, , ,8770,BROADWAY,897790.2,1052270
20-038773,2020-08,08/27/2020 21:48,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 9TH ST / OLIVE ST,35, , , , ,907779.2,1018012
20-038770,2020-08,08/27/2020 21:50,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / I 64 EASTBOUND,41, , , , ,881185.9,1018744
20-038793,2020-08,08/27/2020 22:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1811,ALLEN AVE,23, , ,1811,ALLEN,902161.4,1011115
20-038819,2020-08,08/27/2020 22:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5241,ALASKA AVE,1, , ,5241,ALASKA,891736.5,996134.2
20-038772,2020-08,08/27/2020 22:36,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1807,GRAVOIS AVE,23, ,@JACK IN THE BOX - GRAVOIS, , ,902130.3,1010504
20-038778,2020-08,08/27/2020 22:50,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4546,ALICE AVE,68, , ,4546,ALICE,900080.4,1034134
20-038859,2020-08,08/27/2020 23:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5550,THEODOSIA AVE,50, , ,5550,THEODOSIA,884610.3,1033113
20-038796,2020-08,08/27/2020 23:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4024,SHREVE AVE,69, , ,4024,SHREVE,893475.3,1035313
20-038796,2020-08,08/27/2020 23:00, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4024,SHREVE AVE,69, , ,4024,SHREVE,893475.3,1035313
20-038834,2020-08,08/27/2020 23:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1934,LUCAS AVE,36, , ,1934,LUCAS,904169.6,1019938
20-038806,2020-08,08/27/2020 23:00,Y, , ,1, , 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,4040,HYDRAULIC AVE,16, , ,4040,HYDRAULIC,891398.1,1001808
20-038916,2020-08,08/27/2020 23:15,Y, , ,1, , 44012,2,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",2817,WATSON RD,11,TAVERN AT CLIFTON HEIGHTS,REAR LOT,5400,CLAYTON,880138.9,1010834
20-038774,2020-08,08/27/2020 23:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,MAFFITT AVE / PRAIRIE AVE,59, , , , ,898756,1027922
20-038776,2020-08,08/27/2020 23:31,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4700,GRAVOIS AVE,5, , , , ,887281.5,1000977
20-038780,2020-08,08/27/2020 23:32,Y, , ,1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,8815,N BROADWAY,74, ,CONVENIENCE EXPRESS,8815,BROADWAY,897615.1,1052696
20-038781,2020-08,08/27/2020 23:50,Y, , ,1, , 83000,3,ARSON-KNOWINGLY BURNING/SUCCESS,3815,S COMPTON AVE,16,REAR ALLEY, ,3815,COMPTON,894878.3,1002702
20-038779,2020-08,08/27/2020 23:55,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
20-038824,2020-08,08/28/2020 00:01,Y, , ,1, , 52322,2,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,6651,CHIPPEWA ST,9, ,LANSDOWNE MEDICAL BUILDING,6651,CHIPPEWA,875573.6,1003982
20-038789,2020-08,08/28/2020 00:01,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1839,HOGAN ST,60, , ,1839,HOGAN,905627.2,1024450
20-038783,2020-08,08/28/2020 00:04,Y, , ,1, , 41021,2,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3732,THOLOZAN AVE,15, , ,3732,THOLOZAN,892307.8,1004202
20-038790,2020-08,08/28/2020 01:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3309,WINNEBAGO ST,19, , ,3309,WINNEBAGO,894674.8,1003696
20-038946,2020-08,08/28/2020 01:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4107,OREGON AVE,16, , ,4107,OREGON,896212.4,1000589
20-038786,2020-08,08/28/2020 02:03,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2810,N FLORISSANT AVE,63, , ,2810,FLORISSANT,905928.8,1026064
20-038821,2020-08,08/28/2020 02:20,Y, , ,1, ,151140,5,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,5581,DR MARTIN LUTHER KING DR,50, , ,5581,DR MARTIN LUTHER KING,884365.1,1032968
20-038844,2020-08,08/28/2020 03:44,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5850,ELMBANK AVE,50, , ,5850,ELMBANK,884623.7,1037767
20-038848,2020-08,08/28/2020 04:00,Y, , ,1, , 52322,4,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,118,MORGAN ST,35, ,@BIG DADDYS,118,MORGAN,910499.1,1018622
20-038791,2020-08,08/28/2020 05:25,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3401,DUNNICA AVE,16, , ,3401,DUNNICA,894258.2,1002728
20-038795,2020-08,08/28/2020 06:40,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3304,OHIO AVE,30, , ,3304,OHIO,898204.6,1005638
20-038798,2020-08,08/28/2020 06:45,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,BITTNER ST / HALL ST,74, , , , ,897810.1,1047968
20-038799,2020-08,08/28/2020 06:50,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",11005,RIVERVIEW DR,75,MOTO MART, ,11005,RIVERVIEW,910791.1,1068274
20-038863,2020-08,08/28/2020 07:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5586,ERA AVE,76, , ,5586,ERA,890096.6,1047185
20-039331,2020-08,08/28/2020 07:00,Y, , ,1, , 66701,2,LARCENY-BICYCLES UNDER $500,3945,FLAD AVE,27, , ,3945,FLAD,892373.8,1011874
20-038803,2020-08,08/28/2020 07:00,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",6827,SMILEY AVE,10, , ,6827,SMILEY,875622.3,1010203
20-038872,2020-08,08/28/2020 07:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3664,MONTANA ST,16, , ,3664,MONTANA,892502.4,1001319
20-038809,2020-08,08/28/2020 07:43,Y, , ,1, , 31422,1,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,7320,GRAVOIS AVE,4, ,CVS,7320,GRAVOIS,879254.2,994401.5
20-038800,2020-08,08/28/2020 07:47,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,7339,GRAVOIS AVE,88,WALGREENS, ,7339,GRAVOIS,878828.2,994423.4
20-038807,2020-08,08/28/2020 08:00,Y, , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,800,N TUCKER BLVD,35, , ,800,TUCKER,907168.5,1019631
20-038933,2020-08,08/28/2020 08:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,3935,ENRIGHT AVE,58, , ,3935,ENRIGHT,895004.9,1023881
20-038903,2020-08,08/28/2020 08:35,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",420,N SKINKER BLVD,46, , ,420,SKINKER,877366.4,1026482
20-038815,2020-08,08/28/2020 08:45,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DR MARTIN LUTHER KING DR / N T,54, ,ALIAS TAYLOR/MLK, , ,892146.9,1028466
20-039441,2020-08,08/28/2020 09:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,0,PAGE BLVD / UNION BLVD,51,MARIE W FOWLER PARK, , , ,885352.5,1029591
20-039125,2020-08,08/28/2020 09:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5501,ORIOLE ST,72,CELESTIAL TEMPLE OF PEACE CHURCH, ,5501,ORIOLE,891660.6,1045328
20-038870,2020-08,08/28/2020 09:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,4111,CALIFORNIA AVE,16, , ,4111,CALIFORNIA,896528.1,1000475
20-039003,2020-08,08/28/2020 09:15,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,DR MARTIN LUTHER KING DR / N S,58, ,ON MARTIN LUTHER KING DR, , ,895465.4,1026650
20-038831,2020-08,08/28/2020 09:20,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3847,ENRIGHT AVE,77,JUVENILE DETENTION CENTER, ,3847,ENRIGHT,895835.5,1023298
20-038838,2020-08,08/28/2020 09:30,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,904,S VANDEVENTER AVE,37,QUIKTRIP, ,904,VANDEVENTER,892624.1,1017847
20-038836,2020-08,08/28/2020 10:30,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,7450,HAMPTON AVE,6, ,@SCHNUCKS - HAMPTON AND GRAVOIS,7450,HAMPTON,879164.2,994830.9
20-038835,2020-08,08/28/2020 10:50,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,0,N 14TH ST / WASHINGTON AVE,36, , , , ,906030.1,1019288
20-038835,2020-08,08/28/2020 10:50,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,0,N 14TH ST / WASHINGTON AVE,36, , , , ,906030.1,1019288
20-038937,2020-08,08/28/2020 11:15,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2605,S BROADWAY,22,PHILLIP 66 GAS STATION LOBBY, ,3302,18TH,903914.7,1007688
20-039345,2020-08,08/28/2020 11:15,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2233,WASHINGTON AVE,36, , ,2233,WASHINGTON,902599.4,1020249
20-039122,2020-08,08/28/2020 11:30,Y, , ,1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,205,N 9TH ST,35, , ,205,9TH,907619.9,1017799
20-038847,2020-08,08/28/2020 11:50,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2700,N GRAND BLVD,59, , , , ,899711.1,1027032
20-038864,2020-08,08/28/2020 12:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1325,S GRAND BLVD,29, ,@SLU HOSPITAL,1325,GRAND,894902.8,1015747
20-038858,2020-08,08/28/2020 12:05,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,805,S VANDEVENTER AVE,39,RAISING CANE S, , , ,892667.8,1018173
20-038856,2020-08,08/28/2020 12:12,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,4015,PAPIN ST,39, , ,4015,PAPIN,892088.9,1018170
20-038849,2020-08,08/28/2020 12:25,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,930,N KINGSHIGHWAY BLVD,53, ,CROWN MART, , ,888019.9,1027321
20-038851,2020-08,08/28/2020 12:34,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4746,ASHLAND AVE,55, ,SOUTH SIDEWALK,4746,ASHLAND,892316.1,1033234
20-038897,2020-08,08/28/2020 13:00,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,N KINGSHIGHWAY BLVD / MAPLE AV,53, ,PARKED ON MAPLE @ KINGSHIGHWAY NEXT, , ,888118.1,1028778
20-039029,2020-08,08/28/2020 13:25,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1106,SAINT LOUIS AVE,63, , ,1106,ST LOUIS,907544.8,1026516
20-038992,2020-08,08/28/2020 13:37,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,I 70 WESTBOUND / SALISBURY ST,65, , , , ,906697.3,1030038
20-038868,2020-08,08/28/2020 13:42,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,7800,MORGANFORD RD,4,DOLLAR TREE, ,7800,MORGANFORD,882151.8,992305.2
20-038871,2020-08,08/28/2020 13:44,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,831,GUSTAV AVE,74, ,APT A,831,GUSTAV,897410.3,1052718
20-038892,2020-08,08/28/2020 13:45,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",5400,SOUTHWEST AVE,13, ,@BAR- MELROSE CLUB,5400,SOUTHWEST,883418,1011080
20-038976,2020-08,08/28/2020 13:52,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,917,LOCUST ST,35, , ,917,LOCUST,907672.6,1018384
20-038866,2020-08,08/28/2020 14:04,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,932,LOUGHBOROUGH AVE,1, , ,932,LOUGHBOROUGH,888524.2,991611.8
20-038875,2020-08,08/28/2020 14:10,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,N KINGSHIGHWAY BLVD / VERNON A,53,AUTO ZONE, , , ,888083.6,1028520
20-038879,2020-08,08/28/2020 14:35,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,6300,MICHIGAN AVE,1, , ,401,HOLLY HILLS,891730.9,992291.4
20-039237,2020-08,08/28/2020 14:58,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3226,IOWA AVE,30, , ,3226,IOWA,897959.3,1006154
20-039364,2020-08,08/28/2020 15:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2835,TEXAS AVE,30, ,1ST FLOOR,2835,TEXAS,898771.2,1008346
20-038893,2020-08,08/28/2020 15:00,Y, , ,1, , 51130,1,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,6616,IDAHO AVE,1, , ,6616,IDAHO,889954.9,992226.8
20-038898,2020-08,08/28/2020 15:30,Y, , ,1, , 44012,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",904,S VANDEVENTER AVE,37, ,@QT - VANDEVENTER / CHOUTEAU,904,VANDEVENTER,892624.1,1017847
20-038983,2020-08,08/28/2020 15:50,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1400,N MARKET ST,63, ,@COLLECTIVE STL,1400,MARKET,907009.8,1025066
20-038901,2020-08,08/28/2020 16:43,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4830,LEE AVE,69, , ,4648,CARTER,893731.8,1035959
20-038910,2020-08,08/28/2020 16:45,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2414,N EUCLID AVE,55, , , , ,890087,1031506
20-039012,2020-08,08/28/2020 17:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2727,DELMAR BLVD,59, , ,2727,DELMAR,901321.9,1021201
20-038906,2020-08,08/28/2020 17:00,Y, , ,1, , 65711,3,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,3759,KOSCIUSKO ST,18, , ,3759,KOSCIUSKO,900610.6,1002321
20-038914,2020-08,08/28/2020 17:05,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3411,S JEFFERSON AVE,19,FAMILY DOLLAR,FAMILY DOLLAR,3411,JEFFERSON,898532,1004867
20-038908,2020-08,08/28/2020 17:20,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4156,FINNEY AVE,58, ,IN FRONT OF THIS ADDRESS, , ,893919.3,1025395
20-039106,2020-08,08/28/2020 17:30,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",4473,WALLACE AVE,5, , ,4473,WALLACE,885369.6,1001519
20-038905,2020-08,08/28/2020 17:32,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8430,HALL ST,79, , ,8430,HALL,898344.4,1050289
20-038923,2020-08,08/28/2020 17:45,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2225,SIDNEY ST,22, ,FOUR FAMILY APARTMENT BUILDING,2225,SIDNEY,899986.8,1009199
20-039338,2020-08,08/28/2020 18:08,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3037,LAMBDIN AVE,56, , ,3037,LAMBDIN,895674.7,1030928
20-038924,2020-08,08/28/2020 18:25,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
20-038926,2020-08,08/28/2020 18:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,200,S TUCKER BLVD,35, ,@JUSTICE CENTER,200,TUCKER,906343.9,1016785
20-038921,2020-08,08/28/2020 18:30,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5110,THEKLA AVE,71, , ,5110,THEKLA,893626.8,1040105
20-038929,2020-08,08/28/2020 18:50,Y, , ,1, , 43012,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,1403,UNION BLVD,78, , ,5215,RIDGE,885868.1,1030597
